Title,Topic,Post type,URL
forester • An R package for creating publication-ready forest plots.,visualisation,package,https://github.com/rdboyes/forester
targets-minimal • A minimal example data analysis project with the targets R package,visualisation,package,https://github.com/wlandau/targets-minimal
Open-source contribution as a student project,statistics,article,http://www.citizen-statistician.org/2021/03/open-source-contribution-as-a-student-project/
internship blog: table 1 packages,visualisation,article,https://bonnieinternship.netlify.app/posts/2021-03-10-table-1-packages/
Line and bar plots in ggplot2 - Jose M Sallan blog,visualisation,article,https://jmsallan.netlify.app/blog/line_and_bar_plots_ggplot2/
Data simulation and propensity score estimation | Elena Dudukina,visualisation,article,https://www.elenadudukina.com/post/ps/2021-03-08-ps-estimation/
How to treat as many files as fit on your hard disk without loops (sorta) nor running out of memory all the while being as lazy as possible,visualisation,article,https://www.brodrigues.co/blog/2021-03-19-no_loops_tidyeval/
Plotting Probability Density/Mass Functions • pdplot2,visualisation,article,https://tegedik.github.io/pdplot2/
Why mgcv is awesome | MainaRd,models,article,https://www.mainard.co.uk/post/why-mgcv-is-awesome/
Crafting an Artificial Dataset - Scott McKenzie,visualisation,article,https://sccm.io/post/mopac-dataset/
Text Mining – Term Frequency analysis and Word Cloud creation using the tm package – Hutsons-hacks,visualisation,article,https://hutsons-hacks.info/text-mining-term-frequency-analysis-and-word-cloud-creation-in-r
11 Comparing models with resampling | Tidy Modeling with R,statistics,article,https://www.tmwr.org/compare.html
Using Git Hub Actions to Build Your Hugo Website - Dr. Mowinckel’s,publishing,article,https://drmowinckels.io/blog/2021-03-23-using-github-actions-to-build-your-hugo-website/
How Popular is Your Name? Data Viz in R | by Jenna Eagleson | Medium | Towards Data Science,visualisation,article,https://towardsdatascience.com/how-popular-is-your-name-mini-data-viz-challenge-in-r-1dc31f6a22dc?gi=44de41a725c9
rgoogleslides • R wrapper for Google Slides API,publishing,package,https://github.com/hairizuanbinnoorazman/rgoogleslides
Comparing Restaurant Reviews in Stockholm and Berlin | Natural Blogarithm,statistics,article,https://natural-blogarithm.com/post/restaurant-reviews-stockholm-vs-berlin/
Embedding Images to Your Table • reactablefmtr,visualisation,article,https://kcuilla.github.io/reactablefmtr/articles/embed_img.html
Procesamiento básico de textos en R | Programming Historian,text-analysis,article,https://programminghistorian.org/es/lecciones/procesamiento-basico-de-textos-en-r
Descriptive Statistics in R – Chris Dixon,publishing,article,https://chrisdixonacademic.wordpress.com/2021/03/10/descriptive-statistics-in-r/
Functions for Tabular Reporting • flextable,publishing,article,https://davidgohel.github.io/flextable/
Handle Your Academic Projects/Papers in Rstudio with Make and {steveproj} | Steven V. Miller,publishing,article,http://svmiller.com/blog/2021/03/handle-academic-projects-steveproj-make/
Creating a Timeline graphic using R and ggplot2 – Ben Alex Keen,spatial,article,https://benalexkeen.com/creating-a-timeline-graphic-using-r-and-ggplot2/
Simplifying geospatial features in R with sf and rmapshaper | WZB Data Science Blog,visualisation,article,https://datascience.blog.wzb.eu/2021/03/15/simplifying-geospatial-features-in-r-with-sf-and-rmapshaper/
Introducing Modeltime H2O: Automatic Forecasting with H2O AutoML,models,article,https://www.business-science.io/code-tools/2021/03/15/introducing-modeltime-h2o.html
"latex2exp • Use LaTeX in R. More LaTeX, less plotmath!",publishing,package,https://github.com/stefano-meschiari/latex2exp
Why R? Webinar 037,visualisation,article,https://ardata-fr.github.io/flextable-whyr/
fiery • A flexible and lightweight web server,visualisation,package,https://github.com/thomasp85/fiery
rcarbon • Methods for calibrating and analysing radiocarbon dates,visualisation,package,https://github.com/ahb108/rcarbon
"TikTok, lockdown, and introduction to R",statistics,article,http://www.citizen-statistician.org/2021/03/tiktok-lockdown-and-introduction-to-r/
Quality Control Charts • qcc,visualisation,article,https://luca-scr.github.io/qcc/
Mastering Shiny with Appsilon X-Session Recordings are Now Available | RStudio Blog,shiny,article,https://blog.rstudio.com/2021/03/15/mastering-shiny-with-appsilon-x-session-recordings-are-now-available/
Tidyverse,scraping,article,https://www.tidyverse.org/blog/2021/03/rvest-1-0-0/
21 Writing ggplot2 extensions | ggplot2,visualisation,article,https://ggplot2-book.org/extensions.html
burnr • 🔥 Forest fire history analysis in R.,visualisation,package,https://github.com/ltrr-arizona-edu/burnr
Making Dull Dashboards in R (* Without Shiny),visualisation,article,https://www.thetidytrekker.com/post/dull-dashboards
"Playing with R, infix functions, and pizza - Colin Fay",text-analysis,article,https://colinfay.me/playing-r-infix-functions/
Default knitr options and hooks,visualisation,article,https://www.jumpingrivers.com/blog/knitr-default-options-settings-hooks/
Cheat Sheets · R Views,shiny,article,https://rviews.rstudio.com/2021/03/10/rstudio-open-source-resorurces/
Prepare Reproducible Example Code via the Clipboard • reprex,publishing,article,https://reprex.tidyverse.org/index.html
Highcharter Cookbook,visualisation,article,https://www.tmbish.me/lab/highcharter-cookbook/
Hosting • plumber,big-data,article,https://www.rplumber.io/articles/hosting.html
shinytest-example • An example Shiny app utilizing shinytest,shiny,package,https://github.com/colearendt/shinytest-example
decisionsupport • GitHub • eikeluedeling/decisionSupport,visualisation,package,https://github.com/eikeluedeling/decisionsupport
Making Extra Great Slides · Garrick Aden‑Buie,publishing,article,https://www.garrickadenbuie.com/talk/extra-great-slides-nyhackr/
Transitioning into the tidyverse (part 1),visualisation,article,http://www.rebeccabarter.com/blog/2019-08-05_base_r_to_tidyverse/
Reflections on five years of the janitor R package – samfirke.com,visualisation,article,https://samfirke.com/2021/03/13/reflections-on-the-janitor-r-package/
colonizing-franky • An R experiment to create drawings using colonization algorithm.,visualisation,package,https://github.com/aschinchon/colonizing-franky
statsexpressions • Expressions and dataframes with statistical details 📉 📜🔣✅,r-programming,package,https://github.com/indrajeetpatil/statsexpressions
{tidyUSDA} Version 0.3.1 Is Now Available · technistema,publishing,article,https://technistema.com/posts/tidyusda-version-031-is-available/
Psych 252: Statistical Methods for Behavioral and Social Sciences,statistics,article,https://psych252.github.io/psych252book/
ggsci • 🦄 Scientific journal and sci-fi themed color palettes for ggplot2,visualisation,package,https://github.com/nanxstats/ggsci
afex • Analysis of Factorial EXperiments (R package),visualisation,package,https://github.com/singmann/afex
What They Forgot to Teach You About R,visualisation,article,https://rstats.wtf/
The magic of downsampling - Patrick Baylis,spatial,article,https://www.patrickbaylis.com/blog/2021-03-13-downsampling-magic/
Access the Spark Catalog API via sparklyr • catalog,big-data,article,https://nathaneastwood.github.io/catalog/
gsir-te • Getting Started in R -- Tinyverse Edition,visualisation,package,https://github.com/eddelbuettel/gsir-te
R in Pharma with ProCogia X-Session Recordings are Now Available | RStudio Blog,shiny,article,https://blog.rstudio.com/2021/03/16/r-in-pharma-with-procogia-x-session-recordings-are-now-available/
"distribution-zoo • App to view distribution properties and access dynamic code in R, Python, Matlab, Mathematica, Julia and Stan",statistics,package,https://github.com/ben18785/distribution-zoo
"googlecomputeenginer • An R interface to the Google Cloud Compute API, for launching virtual machines",visualisation,package,https://github.com/cloudyr/googlecomputeenginer
Deploying xaringan Slides: A Ten-Step GitHub Pages Workflow | Silvia Canelón,publishing,article,https://silvia.rbind.io/2021-03-16-deploying-xaringan-slides/
vcdextra • Visualizing Categorical Data,visualisation,package,https://github.com/friendly/vcdextra
Remembering R – Using Spaced Repetition to finally write code fluently,publishing,article,https://empiria.io/blog/remembering-r-with-spaced-repetition/
rstereogram • Generate autostereogram 3D images,visualisation,package,https://github.com/ryantimpe/rstereogram
ten year reproducibility challenge - the stupidest thing...,visualisation,article,https://kbroman.org/blog/2020/02/07/ten-year-challenge/
Welcome | Outstanding User Interfaces with Shiny,shiny,article,https://unleash-shiny.rinterface.com/
RSQLite concurrency issues — solution included - R-hub blog,big-data,article,https://blog.r-hub.io/2021/03/13/rsqlite-parallel/
GitHub Actions for R | Jim Hester,r-programming,article,https://www.jimhester.com/talk/2020-rsc-github-actions/
distill_website • Small Example of a Personal Distill Website for SPH504,visualisation,package,https://github.com/laderast/distill_website
Estimating $\pi$ using the Monte Carlo Method. | World %>% science::discover,statistics,article,https://mauriciocely.github.io/blog/2020/08/05/estimating-pi-using-the-monte-carlo-method/
Extracting raster values using the stars R package - Philippe Massicotte,spatial,article,https://www.pmassicotte.com/post/2021-03-06-extracting-raster-values-using-polygons/
Making Of: Session Tick visualization // Mikhail Popov,publishing,article,https://mpopov.com/blog/2021/03/13/making-of-session-tick-visualization/
"Exploring the E-road network - Statistics, Science, Random Ramblings",visualisation,article,https://hohenfeld.is/posts/exploring-the-e-road-network/
Consult Grass GIS Documentation in the RStudio Viewer or your Browser • rgrassdoc,publishing,article,https://vlucet.github.io/rgrassdoc/
Setting up a SQL database with AWS. | Kelly Bodwin,visualisation,article,https://www.kelly-bodwin.com/blog/sql-series/01-sql/
clustered dotplot for single-cell RNAseq | DNA confesses Data speak,visualisation,article,https://divingintogeneticsandgenomics.rbind.io/post/clustered-dotplot-for-single-cell-rnaseq/
tidymodels_talk • GitHub • rlbarter/tidymodels_talk,models,package,https://github.com/rlbarter/tidymodels_talk
New {Ggseg} With Geom! - Dr. Mowinckel’s,visualisation,article,https://drmowinckels.io/blog/2021-03-14-new-ggseg-with-geom/
rOpenSci | Latest rOpenSci News Digest,r-programming,article,https://ropensci.org/blog/2021/03/16/ropensci-news/
Changes in a city's land cover over time | XP,visualisation,article,https://xp-song.github.io/posts/city-landcover-change/
Getting Started with Plotly | ggplot2 | Plotly,visualisation,article,https://plotly.com/ggplot2/getting-started/
padr • Padding of missing records in time series,visualisation,package,https://github.com/edwinth/padr
histdata • Data Sets from the History of Statistics and Data Visualization,visualisation,package,https://github.com/friendly/histdata
How to identify and deal with outliers in meta-analysis using R,visualisation,article,https://www.dsquintana.blog/how-do-you-decide-which-studies-in-a-meta-analysis-are-influential-and-should-be-removed/
NHSDataDictionaRy package has arrived on CRAN – Hutsons-hacks,visualisation,article,https://hutsons-hacks.info/nhsdatadictionary-package-has-arrived-on-cran
"Loving dplyr, in_any and if_all - Mara's Life",publishing,article,https://www.maraalexeev.com/2021/03/15/loving-dplyr-in-any-and-if-all/
k-Means 101: An introductory guide to k-Means clustering in R,models,article,https://shirinsplayground.netlify.app/2021/03/kmeans_101/
"The Good, the Bad and the Ugly in the CDC's Face Mask Study | Academic",statistics,article,http://www.robertkubinec.com/post/cdc_fe/
Using R and a Raspberry Pi to automate social media data collection,big-data,article,https://frie.codes/talks/2021-02-20_rladies_tunis_raspberrypi/index.html
